naive time (ms),naive (bytes),iterator time (ms),iterator (bytes),typing time (ms),typing (bytes)
155422,375215680,,,,
155422,375739968,,,,
155423,376264256,,,,
155423,375739968,,,,
155423,375215680,,,,
155423,375739968,,,,
155423,376264256,,,,
155423,376788544,,,,
155423,377312832,,,,
155423,376788544,,,,
155423,377312832,,,,
155423,377837120,,,,
155423,377312832,,,,
155423,376788544,,,,
155423,377312832,,,,
155423,377837120,,,,
155423,377312832,,,,
155424,376788544,,,,
155424,377312832,,,,
155424,377837120,,,,
155424,378361408,,,,
155424,377837120,,,,
155424,377312832,,,,
155425,376788544,,,,
155425,376264256,,,,
155425,376788544,,,,
155426,377312832,,,,
155426,376788544,,,,
155426,376264256,,,,
155426,375739968,,,,
155426,375215680,,,,
155426,375739968,,,,
155426,376264256,,,,
155426,376788544,,,,
155427,377312832,,,,
155427,376788544,,,,
155427,376264256,,,,
155427,375739968,,,,
155427,375215680,,,,
155427,374953536,,,,
155427,374691392,,,,
155427,374429248,,,,
155427,374167104,,,,
155427,373904960,,,,
155427,373642816,,,,
155427,373380672,,,,
155427,373118528,,,,
155427,372594240,,,,
155427,372069952,,,,
155427,372332096,,,,
155427,372594240,,,,
155428,372856384,,,,
155428,373118528,,,,
155428,372856384,,,,
155428,373118528,,,,
155428,373380672,,,,
155428,373118528,,,,
155428,372856384,,,,
155428,373118528,,,,
155428,373380672,,,,
155428,373118528,,,,
155428,372856384,,,,
155428,373118528,,,,
155428,373380672,,,,
155428,373642816,,,,
155428,373380672,,,,
155428,373118528,,,,
155429,372856384,,,,
155429,372594240,,,,
155429,372856384,,,,
155430,373118528,,,,
155430,372856384,,,,
155430,372594240,,,,
155430,372856384,,,,
155430,373118528,,,,
155430,373380672,,,,
155430,373642816,,,,
155430,373380672,,,,
155430,373642816,,,,
155430,373904960,,,,
155430,373642816,,,,
155431,373380672,,,,
155431,373642816,,,,
155431,373904960,,,,
155431,373642816,,,,
155431,373380672,,,,
155431,373642816,,,,
155432,373904960,,,,
155432,374167104,,,,
155432,373904960,,,,
155432,373642816,,,,
155433,373380672,,,,
155433,373118528,,,,
155433,373380672,,,,
155433,373642816,,,,
155433,373380672,,,,
155433,373118528,,,,
155433,372856384,,,,
155433,372594240,,,,
155433,372856384,,,,
155433,373118528,,,,
155433,373380672,,,,
155433,373642816,,,,
155433,373380672,,,,
155433,373118528,,,,
155433,372856384,,,,
155433,372594240,,,,
155433,372463168,,,,
155433,372332096,,,,
155433,372201024,,,,
155433,372069952,,,,
155433,371938880,,,,
155433,371807808,,,,
155433,371676736,,,,
155433,371545664,,,,
155433,371283520,,,,
155433,371021376,,,,
155433,371152448,,,,
155433,371283520,,,,
155433,371414592,,,,
155433,371545664,,,,
155433,371414592,,,,
155433,371545664,,,,
155434,371676736,,,,
155434,371545664,,,,
155434,371414592,,,,
155434,371545664,,,,
155434,371676736,,,,
155434,371545664,,,,
155435,371414592,,,,
155435,371545664,,,,
155435,371676736,,,,
155435,371807808,,,,
155435,371676736,,,,
155435,371545664,,,,
155436,371414592,,,,
155436,371283520,,,,
155436,371414592,,,,
155436,371545664,,,,
155436,371414592,,,,
155436,371283520,,,,
155436,371414592,,,,
155436,371545664,,,,
155437,371676736,,,,
155437,371807808,,,,
155437,371676736,,,,
155437,371807808,,,,
155437,371938880,,,,
155437,371807808,,,,
155437,371676736,,,,
155437,371807808,,,,
155437,371938880,,,,
155437,371807808,,,,
155437,371676736,,,,
155437,371807808,,,,
155437,371938880,,,,
155437,372069952,,,,
155437,371938880,,,,
155437,371807808,,,,
155438,371676736,,,,
155438,371545664,,,,
155438,371676736,,,,
155439,371807808,,,,
155439,371676736,,,,
155439,371545664,,,,
155439,371414592,,,,
155439,371283520,,,,
155439,371414592,,,,
155439,371545664,,,,
155439,371676736,,,,
155439,371807808,,,,
155439,371676736,,,,
155439,371545664,,,,
155440,371414592,,,,
155440,371283520,,,,
155440,371217984,,,,
155440,371152448,,,,
155440,371086912,,,,
155440,371021376,,,,
155440,370955840,,,,
155440,370890304,,,,
155440,370824768,,,,
155440,370759232,,,,
155440,370628160,,,,
155440,370497088,,,,
155440,370562624,,,,
155440,370628160,,,,
155440,370693696,,,,
155440,370759232,,,,
155440,370693696,,,,
155440,370759232,,,,
155440,370824768,,,,
155440,370759232,,,,
155440,370693696,,,,
155440,370759232,,,,
155440,370824768,,,,
155440,370759232,,,,
155440,370693696,,,,
155440,370759232,,,,
155440,370824768,,,,
155440,370890304,,,,
155440,370824768,,,,
155440,370759232,,,,
155440,370693696,,,,
155440,370628160,,,,
155440,370693696,,,,
155440,370759232,,,,
155440,370693696,,,,
155440,370628160,,,,
155440,370693696,,,,
155440,370759232,,,,
155441,370824768,,,,
155441,370890304,,,,
155441,370824768,,,,
155441,370890304,,,,
155441,370955840,,,,
155441,370890304,,,,
155441,370824768,,,,
155441,370890304,,,,
155441,370955840,,,,
155441,370890304,,,,
155441,370824768,,,,
155441,370890304,,,,
155441,370955840,,,,
155441,371021376,,,,
155441,370955840,,,,
155441,370890304,,,,
155442,370824768,,,,
155442,370759232,,,,
155442,370824768,,,,
155442,370890304,,,,
155442,370824768,,,,
155442,370759232,,,,
155442,370693696,,,,
155442,370628160,,,,
155442,370693696,,,,
155442,370759232,,,,
155442,370824768,,,,
155442,370890304,,,,
155442,370824768,,,,
155442,370759232,,,,
155442,370693696,,,,
155442,370628160,,,,
155442,370595392,,,,
155442,370562624,,,,
155442,370529856,,,,
155442,370497088,,,,
155442,370464320,,,,
155442,370431552,,,,
155442,370398784,,,,
155442,370366016,,,,
155442,370300480,,,,
155442,370234944,,,,
155442,370202176,,,,
155442,370169408,,,,
155443,370136640,,,,
155443,370103872,,,,
155443,370071104,,,,
155444,370038336,,,,
155444,370005568,,,,
155444,369972800,,,,
155445,370038336,,,,
155445,370103872,,,,
155445,370169408,,,,
155445,370234944,,,,
155445,370300480,,,,
155445,370366016,,,,
155445,370300480,,,,
155445,370234944,,,,
155445,370169408,,,,
155445,370103872,,,,
155445,370038336,,,,
155445,369972800,,,,
155445,367875648,,,,
155445,365778496,,,,
155446,363681344,,,,
155446,361584192,,,,
155447,361518656,,,,
155447,361453120,,,,
155447,359355968,,,,
155448,359290432,,,,
155448,357193280,,,,
155448,355096128,,,,
155449,355030592,,,,
155449,354965056,,,,
155449,355030592,,,,
155449,355096128,,,,
155449,355096128,,,,
155449,355096128,,,,
155449,355161664,,,,
155449,355227200,,,,
155449,355292736,,,,
155449,355358272,,,,
155449,355423808,,,,
155449,355489344,,,,
155449,355423808,,,,
155449,355358272,,,,
155449,355292736,,,,
155449,355227200,,,,
155449,355292736,,,,
155449,355358272,,,,
155449,355292736,,,,
155449,355358272,,,,
155449,355423808,,,,
155449,355358272,,,,
155449,355292736,,,,
155449,355358272,,,,
155449,355423808,,,,
155449,355358272,,,,
155449,355292736,,,,
155449,355358272,,,,
155449,355423808,,,,
155449,355489344,,,,
155449,355423808,,,,
155449,355358272,,,,
155450,355292736,,,,
155450,355227200,,,,
155450,355292736,,,,
155450,355358272,,,,
155450,355423808,,,,
155450,355489344,,,,
155450,355554880,,,,
155450,355620416,,,,
155450,355554880,,,,
155450,355620416,,,,
155450,355685952,,,,
155450,355620416,,,,
155450,355554880,,,,
155450,355620416,,,,
155450,355685952,,,,
155450,355620416,,,,
155451,355554880,,,,
155451,355620416,,,,
155451,355685952,,,,
155451,355751488,,,,
155451,355685952,,,,
155451,355620416,,,,
155451,355554880,,,,
155451,355489344,,,,
155451,355554880,,,,
155451,355620416,,,,
155451,355685952,,,,
155451,355751488,,,,
155451,355685952,,,,
155451,355620416,,,,
155451,355554880,,,,
155451,355489344,,,,
155451,355423808,,,,
155451,355358272,,,,
155451,355292736,,,,
155451,355227200,,,,
155451,355161664,,,,
155451,355096128,,,,
155451,355063360,,,,
155451,355030592,,,,
155451,354997824,,,,
155451,354965056,,,,
155451,355096128,,,,
155451,355227200,,,,
155451,355292736,,,,
155451,355358272,,,,
155451,355423808,,,,
155451,355489344,,,,
155451,355554880,,,,
155451,355620416,,,,
155451,355554880,,,,
155451,355489344,,,,
155451,355423808,,,,
155451,355358272,,,,
156444,355292736,,,,
156459,355227200,,,,
156459,355358272,,,,
156459,355489344,,,,
156459,355358272,,,,
156459,355489344,,,,
156459,355620416,,,,
156459,355489344,,,,
156459,355358272,,,,
156459,355489344,,,,
156459,355620416,,,,
156459,355489344,,,,
156459,355358272,,,,
156459,355489344,,,,
156459,355620416,,,,
156459,355751488,,,,
156459,355620416,,,,
156460,355489344,,,,
156460,355358272,,,,
156460,355227200,,,,
156460,355096128,,,,
156460,354965056,,,,
156460,354899520,,,,
156460,354833984,,,,
156460,354768448,,,,
156460,354702912,,,,
156460,354637376,,,,
156460,354571840,,,,
156460,354604608,,,,
156460,354637376,,,,
156461,354670144,,,,
156461,354702912,,,,
156461,354670144,,,,
156461,354637376,,,,
156461,354670144,,,,
156461,354702912,,,,
156461,354735680,,,,
156461,354768448,,,,
156461,355817024,,,,
156462,356865600,,,,
156462,356898368,,,,
156462,356931136,,,,
156462,356963904,,,,
156462,356996672,,,,
156462,357029440,,,,
156462,356996672,,,,
156462,356963904,,,,
156462,356931136,,,,
156462,356898368,,,,
156463,357946944,,,,
156463,358995520,,,,
156463,360044096,,,,
156464,361092672,,,,
156464,362141248,,,,
156465,363189824,,,,
156465,362141248,,,,
156465,361092672,,,,
156465,360044096,,,,
156466,358995520,,,,
156466,357946944,,,,
156466,356898368,,,,
156467,357946944,,,,
156467,357979712,,,,
156467,358012480,,,,
156467,359061056,,,,
156468,360109632,,,,
156468,361158208,,,,
156469,362206784,,,,
156469,361158208,,,,
156469,360109632,,,,
156470,361158208,,,,
156470,362206784,,,,
156471,363255360,,,,
156471,364303936,,,,
156471,363255360,,,,
156472,362206784,,,,
156472,362731072,,,,
156472,363255360,,,,
156472,363779648,,,,
156473,364303936,,,,
156473,364828224,,,,
156473,365352512,,,,
156473,365876800,,,,
156474,366401088,,,,
156474,366925376,,,,
156474,367449664,,,,
156474,367973952,,,,
156474,368498240,,,,
156474,367973952,,,,
156475,368498240,,,,
156475,369022528,,,,
156475,368498240,,,,
156475,367973952,,,,
156475,368498240,,,,
156475,369022528,,,,
156475,368498240,,,,
156475,367973952,,,,
156475,368498240,,,,
156475,369022528,,,,
156475,369546816,,,,
156475,369022528,,,,
156475,368498240,,,,
156477,367973952,,,,
156477,367449664,,,,
156477,367973952,,,,
156477,368498240,,,,
156477,367973952,,,,
156477,367449664,,,,
156477,367973952,,,,
156477,368498240,,,,
156477,369022528,,,,
156477,369546816,,,,
156477,369022528,,,,
156477,369546816,,,,
156477,370071104,,,,
156477,369546816,,,,
156477,369022528,,,,
156477,369546816,,,,
156477,370071104,,,,
156477,369546816,,,,
156477,369022528,,,,
156477,369546816,,,,
156477,370071104,,,,
156478,370595392,,,,
156478,370071104,,,,
156478,369546816,,,,
156480,369022528,,,,
156480,368498240,,,,
156480,369022528,,,,
156481,369546816,,,,
156481,369022528,,,,
156481,368498240,,,,
156481,367973952,,,,
156481,367449664,,,,
156481,367973952,,,,
156481,368498240,,,,
156481,369022528,,,,
156481,369546816,,,,
156481,369022528,,,,
156482,368498240,,,,
156482,367973952,,,,
156482,367449664,,,,
156482,367187520,,,,
156482,366925376,,,,
156482,366663232,,,,
156482,366401088,,,,
156482,366138944,,,,
156482,365876800,,,,
156482,365614656,,,,
156482,365352512,,,,
156482,364828224,,,,
156482,364303936,,,,
156482,364566080,,,,
156482,364828224,,,,
156482,365090368,,,,
156482,365352512,,,,
156482,365090368,,,,
156482,365352512,,,,
156482,365614656,,,,
156482,365352512,,,,
156482,365090368,,,,
156482,365352512,,,,
156482,365614656,,,,
156482,365352512,,,,
156482,365090368,,,,
156482,365352512,,,,
156483,365614656,,,,
156483,365876800,,,,
156483,365614656,,,,
156483,365352512,,,,
156483,365090368,,,,
156483,364828224,,,,
156484,365090368,,,,
156484,365352512,,,,
156484,365090368,,,,
156484,364828224,,,,
156484,365090368,,,,
156484,365352512,,,,
156484,365614656,,,,
156484,365876800,,,,
156484,365614656,,,,
156484,365876800,,,,
156484,366138944,,,,
156484,365876800,,,,
156485,365614656,,,,
156485,365876800,,,,
156485,366138944,,,,
156485,365876800,,,,
156485,365614656,,,,
156485,365876800,,,,
156485,366138944,,,,
156485,366401088,,,,
156485,366138944,,,,
156485,365876800,,,,
156486,365614656,,,,
156486,365352512,,,,
156486,365614656,,,,
156486,365876800,,,,
156486,365614656,,,,
156486,365352512,,,,
156486,365090368,,,,
156486,364828224,,,,
156486,365090368,,,,
156486,365352512,,,,
156486,365614656,,,,
156486,365876800,,,,
156486,365614656,,,,
156486,365352512,,,,
156486,365090368,,,,
156486,364828224,,,,
156486,364697152,,,,
156486,364566080,,,,
156486,364435008,,,,
156486,364303936,,,,
156486,364172864,,,,
156486,364041792,,,,
156486,363910720,,,,
156486,363779648,,,,
156486,363517504,,,,
156486,363255360,,,,
156486,363386432,,,,
156486,363517504,,,,
156486,363648576,,,,
156486,363779648,,,,
156486,363648576,,,,
156486,363779648,,,,
156486,363910720,,,,
156486,363779648,,,,
156486,363648576,,,,
156486,363779648,,,,
156486,363910720,,,,
156486,363779648,,,,
156486,363648576,,,,
156486,363779648,,,,
156486,363910720,,,,
156486,364041792,,,,
156486,363910720,,,,
156486,363779648,,,,
156488,363648576,,,,
156488,363517504,,,,
156488,363648576,,,,
156488,363779648,,,,
156488,363648576,,,,
156488,363517504,,,,
156488,363648576,,,,
156488,363779648,,,,
156488,363910720,,,,
156488,364041792,,,,
156488,363910720,,,,
156488,364041792,,,,
156488,364172864,,,,
156488,364041792,,,,
156489,363910720,,,,
156489,364041792,,,,
156489,364172864,,,,
156489,364041792,,,,
156489,363910720,,,,
156489,364041792,,,,
156489,364172864,,,,
156489,364303936,,,,
156489,364172864,,,,
156490,364041792,,,,
156490,363910720,,,,
156490,363779648,,,,
156490,363910720,,,,
156490,364041792,,,,
156490,363910720,,,,
156490,363779648,,,,
156490,363648576,,,,
156490,363517504,,,,
156490,363648576,,,,
156490,363779648,,,,
156490,363910720,,,,
156490,364041792,,,,
156490,363910720,,,,
156491,363779648,,,,
156491,363648576,,,,
156491,363517504,,,,
156491,363451968,,,,
156491,363386432,,,,
156491,363320896,,,,
156491,363255360,,,,
156491,363189824,,,,
156491,363124288,,,,
156491,363058752,,,,
156491,362993216,,,,
156491,362862144,,,,
156491,362731072,,,,
156491,362796608,,,,
156491,362862144,,,,
156491,362927680,,,,
156491,362993216,,,,
156491,362927680,,,,
156491,362993216,,,,
156491,363058752,,,,
156491,362993216,,,,
156491,362927680,,,,
156491,362993216,,,,
156491,363058752,,,,
156491,362993216,,,,
156491,362927680,,,,
156491,362993216,,,,
156491,363058752,,,,
156491,363124288,,,,
156491,363058752,,,,
156491,362993216,,,,
156492,362927680,,,,
156492,362862144,,,,
156492,362927680,,,,
156492,362993216,,,,
156492,362927680,,,,
156492,362862144,,,,
156492,362927680,,,,
156492,362993216,,,,
156492,363058752,,,,
156492,363124288,,,,
156492,363058752,,,,
156492,363124288,,,,
156492,363189824,,,,
156492,363124288,,,,
156492,363058752,,,,
156492,363124288,,,,
156492,363189824,,,,
156492,363124288,,,,
156492,363058752,,,,
156492,363124288,,,,
156492,363189824,,,,
156492,363255360,,,,
156492,363189824,,,,
156492,363124288,,,,
156493,363058752,,,,
156493,362993216,,,,
156493,363058752,,,,
156493,363124288,,,,
156493,363058752,,,,
156493,362993216,,,,
156493,362927680,,,,
156493,362862144,,,,
156493,362927680,,,,
156493,362993216,,,,
156493,363058752,,,,
156493,363124288,,,,
156493,363058752,,,,
156493,362993216,,,,
156493,362927680,,,,
156493,362862144,,,,
156493,362829376,,,,
156493,362796608,,,,
156493,362763840,,,,
156493,362731072,,,,
156493,362698304,,,,
156493,362665536,,,,
156493,362632768,,,,
156493,362600000,,,,
156493,362534464,,,,
156493,362468928,,,,
156493,362501696,,,,
156493,362534464,,,,
156493,362567232,,,,
156493,362600000,,,,
156493,362567232,,,,
156493,362600000,,,,
156493,362632768,,,,
156493,362600000,,,,
156494,362567232,,,,
156494,362600000,,,,
156494,362632768,,,,
156494,362600000,,,,
156494,362567232,,,,
156494,362600000,,,,
156494,362632768,,,,
156494,362665536,,,,
156494,362632768,,,,
156494,362600000,,,,
156494,362567232,,,,
156494,362534464,,,,
156494,362567232,,,,
156494,362600000,,,,
156494,362567232,,,,
156494,362534464,,,,
156494,362567232,,,,
156494,362600000,,,,
156494,362632768,,,,
156494,362665536,,,,
156494,362632768,,,,
156495,362665536,,,,
156495,362698304,,,,
156495,362665536,,,,
156495,362632768,,,,
156495,362665536,,,,
156495,362698304,,,,
156495,362665536,,,,
156495,362632768,,,,
156495,362665536,,,,
156495,362698304,,,,
156495,362731072,,,,
156495,362698304,,,,
156495,362665536,,,,
156495,362632768,,,,
156495,362600000,,,,
156495,362632768,,,,
156495,362665536,,,,
156495,362632768,,,,
156496,362600000,,,,
156496,362567232,,,,
156496,362534464,,,,
156496,362567232,,,,
156496,362600000,,,,
156496,362632768,,,,
156496,362665536,,,,
156496,362632768,,,,
156496,362600000,,,,
156496,362567232,,,,
156496,362534464,,,,
156496,362518080,,,,
156496,362501696,,,,
156496,362485312,,,,
156496,362468928,,,,
156496,362452544,,,,
156496,362436160,,,,
156496,362419776,,,,
156496,362403392,,,,
156496,362370624,,,,
156496,362337856,,,,
156496,362321472,,,,
156496,362305088,,,,
156496,362288704,,,,
156496,362272320,,,,
156496,362255936,,,,
156497,362239552,,,,
156497,362223168,,,,
156497,362206784,,,,
156497,362239552,,,,
156497,362272320,,,,
156497,362305088,,,,
156497,362337856,,,,
156497,362370624,,,,
156497,362403392,,,,
156497,362370624,,,,
156497,362337856,,,,
156497,362305088,,,,
156497,362272320,,,,
156497,362239552,,,,
156497,362206784,,,,
156497,361158208,,,,
156498,360109632,,,,
156498,359061056,,,,
156498,358012480,,,,
156498,357979712,,,,
156498,357946944,,,,
156498,356898368,,,,
156499,356865600,,,,
156499,355817024,,,,
156499,354768448,,,,
156500,354735680,,,,
156500,354702912,,,,
156500,354735680,,,,
156500,354768448,,,,
156500,354768448,,,,
156500,354768448,,,,
156500,354801216,,,,
156500,354833984,,,,
156500,354866752,,,,
156500,354899520,,,,
156500,354932288,,,,
156500,354965056,,,,
156500,354932288,,,,
156500,354899520,,,,
156500,354866752,,,,
156500,354833984,,,,
156500,354866752,,,,
156500,354899520,,,,
156500,354866752,,,,
156500,354899520,,,,
156500,354932288,,,,
156500,354899520,,,,
156500,354866752,,,,
156500,354899520,,,,
156500,354932288,,,,
156500,354899520,,,,
156500,354866752,,,,
156500,354899520,,,,
156500,354932288,,,,
156500,354965056,,,,
156500,354932288,,,,
156501,354899520,,,,
156501,354866752,,,,
156501,354833984,,,,
156501,354866752,,,,
156501,354899520,,,,
156501,354932288,,,,
156501,354965056,,,,
156501,354997824,,,,
156501,355030592,,,,
156501,354997824,,,,
156501,355030592,,,,
156501,355063360,,,,
156501,355030592,,,,
156501,354997824,,,,
156501,355030592,,,,
156501,355063360,,,,
156501,355030592,,,,
156501,354997824,,,,
156501,355030592,,,,
156501,355063360,,,,
156501,355096128,,,,
156501,355063360,,,,
156502,355030592,,,,
156502,354997824,,,,
156502,354965056,,,,
156502,354997824,,,,
156502,355030592,,,,
156502,355063360,,,,
156502,355096128,,,,
156502,355063360,,,,
156502,355030592,,,,
156502,354997824,,,,
156502,354965056,,,,
156502,354932288,,,,
156502,354899520,,,,
156502,354866752,,,,
156502,354833984,,,,
156502,354801216,,,,
156502,354768448,,,,
156502,354899520,,,,
156502,355030592,,,,
156502,355063360,,,,
156502,355096128,,,,
156502,355128896,,,,
156502,355161664,,,,
156502,355194432,,,,
156502,355227200,,,,
156502,355194432,,,,
156502,355161664,,,,
156502,355128896,,,,
156502,355096128,,,,
157489,355063360,,,,
157503,355030592,,,,
157503,355161664,,,,
157503,355292736,,,,
157503,355161664,,,,
157505,355292736,,,,
157505,355423808,,,,
157505,355292736,,,,
157507,355161664,,,,
157507,355292736,,,,
157507,355423808,,,,
157507,355292736,,,,
157507,355161664,,,,
157507,355292736,,,,
157507,355423808,,,,
157507,355554880,,,,
157507,355423808,,,,
157507,355292736,,,,
157507,355161664,,,,
157507,355030592,,,,
157507,354899520,,,,
157507,354768448,,,,
157507,354735680,,,,
157507,354702912,,,,
157507,354670144,,,,
157507,354637376,,,,
157507,354604608,,,,
157507,354571840,,,,
157508,354539072,,,,
157508,354506304,,,,
157508,354473536,,,,
157508,354440768,,,,
157508,354309696,,,,
157508,354178624,,,,
157508,354211392,,,,
157508,354244160,,,,
157508,355292736,,,,
157509,356341312,,,,
157509,356374080,,,,
157509,356406848,,,,
157509,356439616,,,,
157509,356472384,,,,
157509,356505152,,,,
157509,356472384,,,,
157509,356439616,,,,
157509,356406848,,,,
157509,356374080,,,,
157509,357422656,,,,
157510,358471232,,,,
157510,359519808,,,,
157511,360568384,,,,
157511,361616960,,,,
157512,362665536,,,,
157512,361616960,,,,
157512,360568384,,,,
157512,359519808,,,,
157513,358471232,,,,
157513,357422656,,,,
157513,356374080,,,,
157514,357422656,,,,
157514,357455424,,,,
157514,357488192,,,,
157514,358536768,,,,
157515,359585344,,,,
157515,360633920,,,,
157516,361682496,,,,
157516,360633920,,,,
157516,359585344,,,,
157517,360633920,,,,
157517,361682496,,,,
157518,362731072,,,,
157518,363779648,,,,
157518,362731072,,,,
157518,361682496,,,,
157519,362206784,,,,
157519,362731072,,,,
157519,363255360,,,,
157519,363779648,,,,
157520,364303936,,,,
157520,364828224,,,,
157520,365352512,,,,
157520,365876800,,,,
157521,366401088,,,,
157521,366925376,,,,
157521,367449664,,,,
157521,367973952,,,,
157521,367449664,,,,
157521,367973952,,,,
157522,368498240,,,,
157522,367973952,,,,
157522,367449664,,,,
157522,367973952,,,,
157523,368498240,,,,
157523,367973952,,,,
157523,367449664,,,,
157523,367973952,,,,
157523,368498240,,,,
157523,369022528,,,,
157523,368498240,,,,
157523,367973952,,,,
157525,367449664,,,,
157525,366925376,,,,
157525,367449664,,,,
157525,367973952,,,,
157525,367449664,,,,
157525,366925376,,,,
157526,367449664,,,,
157526,367973952,,,,
157526,368498240,,,,
157526,369022528,,,,
157526,368498240,,,,
157526,369022528,,,,
157526,369546816,,,,
157526,369022528,,,,
157527,368498240,,,,
157527,369022528,,,,
157527,369546816,,,,
157527,369022528,,,,
157527,368498240,,,,
157527,369022528,,,,
157528,369546816,,,,
157528,370071104,,,,
157528,369546816,,,,
157528,369022528,,,,
157530,368498240,,,,
157530,367973952,,,,
157530,368498240,,,,
157530,369022528,,,,
157530,368498240,,,,
157530,367973952,,,,
157530,367449664,,,,
157530,366925376,,,,
157531,367449664,,,,
157531,367973952,,,,
157531,368498240,,,,
157531,369022528,,,,
157531,368498240,,,,
157531,367973952,,,,
157532,367449664,,,,
157532,366925376,,,,
157532,366663232,,,,
157532,366401088,,,,
157532,366138944,,,,
157532,365876800,,,,
157532,365614656,,,,
157532,365352512,,,,
157532,365090368,,,,
157532,364828224,,,,
157532,364303936,,,,
157532,363779648,,,,
157532,364041792,,,,
157533,364303936,,,,
157533,364566080,,,,
157533,364828224,,,,
157533,364566080,,,,
157533,364828224,,,,
157533,365090368,,,,
157533,364828224,,,,
157533,364566080,,,,
157533,364828224,,,,
157533,365090368,,,,
157533,364828224,,,,
157533,364566080,,,,
157533,364828224,,,,
157533,365090368,,,,
157533,365352512,,,,
157533,365090368,,,,
157533,364828224,,,,
157535,364566080,,,,
157535,364303936,,,,
157535,364566080,,,,
157535,364828224,,,,
157535,364566080,,,,
157535,364303936,,,,
157535,364566080,,,,
157535,364828224,,,,
157535,365090368,,,,
157535,365352512,,,,
157535,365090368,,,,
157535,365352512,,,,
157535,365614656,,,,
157535,365352512,,,,
157535,365090368,,,,
157535,365352512,,,,
157535,365614656,,,,
157535,365352512,,,,
157536,365090368,,,,
157536,365352512,,,,
157536,365614656,,,,
157536,365876800,,,,
157536,365614656,,,,
157536,365352512,,,,
157536,365090368,,,,
157536,364828224,,,,
157536,365090368,,,,
157537,365352512,,,,
157537,365090368,,,,
157537,364828224,,,,
157537,364566080,,,,
157537,364303936,,,,
157537,364566080,,,,
157537,364828224,,,,
157537,365090368,,,,
157537,365352512,,,,
157537,365090368,,,,
157538,364828224,,,,
157538,364566080,,,,
157538,364303936,,,,
157538,364172864,,,,
157538,364041792,,,,
157538,363910720,,,,
157538,363779648,,,,
157538,363648576,,,,
157538,363517504,,,,
157538,363386432,,,,
157538,363255360,,,,
157538,362993216,,,,
157538,362731072,,,,
157538,362862144,,,,
157538,362993216,,,,
157538,363124288,,,,
157538,363255360,,,,
157538,363124288,,,,
157538,363255360,,,,
157538,363386432,,,,
157538,363255360,,,,
157539,363124288,,,,
157539,363255360,,,,
157539,363386432,,,,
157539,363255360,,,,
157539,363124288,,,,
157539,363255360,,,,
157539,363386432,,,,
157539,363517504,,,,
157539,363386432,,,,
157539,363255360,,,,
157539,363124288,,,,
157539,362993216,,,,
157540,363124288,,,,
157540,363255360,,,,
157540,363124288,,,,
157540,362993216,,,,
157540,363124288,,,,
157540,363255360,,,,
157540,363386432,,,,
157540,363517504,,,,
157540,363386432,,,,
157540,363517504,,,,
157540,363648576,,,,
157540,363517504,,,,
157541,363386432,,,,
157541,363517504,,,,
157541,363648576,,,,
157541,363517504,,,,
157541,363386432,,,,
157541,363517504,,,,
157541,363648576,,,,
157541,363779648,,,,
157541,363648576,,,,
157541,363517504,,,,
157541,363386432,,,,
157541,363255360,,,,
157541,363386432,,,,
157541,363517504,,,,
157541,363386432,,,,
157541,363255360,,,,
157541,363124288,,,,
157541,362993216,,,,
157541,363124288,,,,
157541,363255360,,,,
157541,363386432,,,,
157541,363517504,,,,
157541,363386432,,,,
157542,363255360,,,,
157542,363124288,,,,
157542,362993216,,,,
157542,362927680,,,,
157542,362862144,,,,
157542,362796608,,,,
157542,362731072,,,,
157542,362665536,,,,
157542,362600000,,,,
157542,362534464,,,,
157542,362468928,,,,
157542,362337856,,,,
157542,362206784,,,,
157542,362272320,,,,
157542,362337856,,,,
157542,362403392,,,,
157542,362468928,,,,
157542,362403392,,,,
157542,362468928,,,,
157542,362534464,,,,
157542,362468928,,,,
157542,362403392,,,,
157542,362468928,,,,
157542,362534464,,,,
157542,362468928,,,,
157542,362403392,,,,
157542,362468928,,,,
157542,362534464,,,,
157542,362600000,,,,
157542,362534464,,,,
157542,362468928,,,,
157543,362403392,,,,
157543,362337856,,,,
157543,362403392,,,,
157543,362468928,,,,
157543,362403392,,,,
157543,362337856,,,,
157543,362403392,,,,
157543,362468928,,,,
157543,362534464,,,,
157543,362600000,,,,
157543,362534464,,,,
157543,362600000,,,,
157543,362665536,,,,
157543,362600000,,,,
157544,362534464,,,,
157544,362600000,,,,
157544,362665536,,,,
157544,362600000,,,,
157545,362534464,,,,
157545,362600000,,,,
157545,362665536,,,,
157545,362731072,,,,
157545,362665536,,,,
157545,362600000,,,,
157546,362534464,,,,
157546,362468928,,,,
157546,362534464,,,,
157546,362600000,,,,
157546,362534464,,,,
157546,362468928,,,,
157546,362403392,,,,
157546,362337856,,,,
157546,362403392,,,,
157546,362468928,,,,
157546,362534464,,,,
157546,362600000,,,,
157546,362534464,,,,
157546,362468928,,,,
157546,362403392,,,,
157546,362337856,,,,
157546,362305088,,,,
157546,362272320,,,,
157546,362239552,,,,
157546,362206784,,,,
157546,362174016,,,,
157546,362141248,,,,
157546,362108480,,,,
157546,362075712,,,,
157546,362010176,,,,
157546,361944640,,,,
157546,361977408,,,,
157546,362010176,,,,
157546,362042944,,,,
157546,362075712,,,,
157546,362042944,,,,
157546,362075712,,,,
157546,362108480,,,,
157546,362075712,,,,
157546,362042944,,,,
