Op Number,Percent Completion (Old),Time (ms),Old (bytes),Initial,Time (ms),Iterator (bytes),Percent Completion (Iterator),Iterator Ops,Time (ms),Percent Completion (8bit),New (bytes),uint8_t Buffers
7772,48.68%,141356,472929856,451.02106,,,,,,,,
7773,48.69%,141356,468735552,447.02106,,,,,,,,
7774,48.69%,141356,464541248,443.02106,,,,,,,,
7775,48.70%,141357,460346944,439.02106,,,,,,,,
7776,48.71%,141358,456152640,435.02106,,,,,,,,
7777,48.71%,141358,454055488,433.02106,,,,,,,,
7778,48.72%,141358,451958336,431.02106,,,,,,,,
7779,48.73%,141358,449861184,429.02106,,,,,,,,
7780,48.73%,141358,447764032,427.02106,,,,,,,,
7781,48.74%,141358,445666880,425.02106,,,,,,,,
7782,48.74%,141358,443569728,423.02106,,,,,,,,
7783,48.75%,141358,441472576,421.02106,,,,,,,,
7784,48.76%,141358,439375424,419.02106,,,,,,,,
7785,48.76%,141358,435181120,415.02106,,,,,,,,
7786,48.77%,141359,430986816,411.02106,,,,,,,,
7787,48.78%,141360,433083968,413.02106,,,,,,,,
7788,48.78%,141361,435181120,415.02106,,,,,,,,
7789,48.79%,141361,437278272,417.02106,,,,,,,,
7790,48.79%,141362,439375424,419.02106,,,,,,,,
7791,48.80%,141362,437278272,417.02106,,,,,,,,
7792,48.81%,141364,439375424,419.02106,,,,,,,,
7793,48.81%,141364,441472576,421.02106,,,,,,,,
7794,48.82%,141364,439375424,419.02106,,,,,,,,
7795,48.83%,141365,437278272,417.02106,,,,,,,,
7796,48.83%,141365,439375424,419.02106,,,,,,,,
7797,48.84%,141366,441472576,421.02106,,,,,,,,
7798,48.84%,141366,439375424,419.02106,,,,,,,,
7799,48.85%,141366,437278272,417.02106,,,,,,,,
7800,48.86%,141367,439375424,419.02106,,,,,,,,
7801,48.86%,141367,441472576,421.02106,,,,,,,,
7802,48.87%,141368,443569728,423.02106,,,,,,,,
7803,48.88%,141368,441472576,421.02106,,,,,,,,
7804,48.88%,141368,439375424,419.02106,,,,,,,,
7805,48.89%,141372,437278272,417.02106,,,,,,,,
7806,48.89%,141372,435181120,415.02106,,,,,,,,
7807,48.90%,141373,437278272,417.02106,,,,,,,,
7808,48.91%,141374,439375424,419.02106,,,,,,,,
7809,48.91%,141374,437278272,417.02106,,,,,,,,
7810,48.92%,141374,435181120,415.02106,,,,,,,,
7811,48.93%,141375,437278272,417.02106,,,,,,,,
7812,48.93%,141375,439375424,419.02106,,,,,,,,
7813,48.94%,141376,441472576,421.02106,,,,,,,,
7814,48.94%,141376,443569728,423.02106,,,,,,,,
7815,48.95%,141376,441472576,421.02106,,,,,,,,
7816,48.96%,141377,443569728,423.02106,,,,,,,,
7817,48.96%,141377,445666880,425.02106,,,,,,,,
7818,48.97%,141377,443569728,423.02106,,,,,,,,
7819,48.98%,141378,441472576,421.02106,,,,,,,,
7820,48.98%,141378,443569728,423.02106,,,,,,,,
7821,48.99%,141379,445666880,425.02106,,,,,,,,
7822,48.99%,141379,443569728,423.02106,,,,,,,,
7823,49.00%,141379,441472576,421.02106,,,,,,,,
7824,49.01%,141380,443569728,423.02106,,,,,,,,
7825,49.01%,141380,445666880,425.02106,,,,,,,,
7826,49.02%,141381,447764032,427.02106,,,,,,,,
7827,49.03%,141381,445666880,425.02106,,,,,,,,
7828,49.03%,141381,443569728,423.02106,,,,,,,,
7829,49.04%,141384,441472576,421.02106,,,,,,,,
7830,49.04%,141384,439375424,419.02106,,,,,,,,
7831,49.05%,141385,441472576,421.02106,,,,,,,,
7832,49.06%,141386,443569728,423.02106,,,,,,,,
7833,49.06%,141386,441472576,421.02106,,,,,,,,
7834,49.07%,141386,439375424,419.02106,,,,,,,,
7835,49.08%,141386,437278272,417.02106,,,,,,,,
7836,49.08%,141387,435181120,415.02106,,,,,,,,
7837,49.09%,141387,437278272,417.02106,,,,,,,,
7838,49.09%,141388,439375424,419.02106,,,,,,,,
7839,49.10%,141388,441472576,421.02106,,,,,,,,
7840,49.11%,141389,443569728,423.02106,,,,,,,,
7841,49.11%,141389,441472576,421.02106,,,,,,,,
7842,49.12%,141389,439375424,419.02106,,,,,,,,
7843,49.13%,141389,437278272,417.02106,,,,,,,,
7844,49.13%,141390,435181120,415.02106,,,,,,,,
7845,49.14%,141390,434132544,414.02106,,,,,,,,
7846,49.14%,141390,433083968,413.02106,,,,,,,,
7847,49.15%,141390,432035392,412.02106,,,,,,,,
7848,49.16%,141390,430986816,411.02106,,,,,,,,
7849,49.16%,141390,429938240,410.02106,,,,,,,,
7850,49.17%,141390,428889664,409.02106,,,,,,,,
7851,49.18%,141390,427841088,408.02106,,,,,,,,
7852,49.18%,141390,426792512,407.02106,,,,,,,,
7853,49.19%,141390,424695360,405.02106,,,,,,,,
7854,49.20%,141390,422598208,403.02106,,,,,,,,
7855,49.20%,141391,423646784,404.02106,,,,,,,,
7856,49.21%,141392,424695360,405.02106,,,,,,,,
7857,49.21%,141392,425743936,406.02106,,,,,,,,
7858,49.22%,141393,426792512,407.02106,,,,,,,,
7859,49.23%,141393,425743936,406.02106,,,,,,,,
7860,49.23%,141394,426792512,407.02106,,,,,,,,
7861,49.24%,141394,427841088,408.02106,,,,,,,,
7862,49.25%,141394,426792512,407.02106,,,,,,,,
7863,49.25%,141394,425743936,406.02106,,,,,,,,
7864,49.26%,141395,426792512,407.02106,,,,,,,,
7865,49.26%,141395,427841088,408.02106,,,,,,,,
7866,49.27%,141395,426792512,407.02106,,,,,,,,
7867,49.28%,141396,425743936,406.02106,,,,,,,,
7868,49.28%,141397,426792512,407.02106,,,,,,,,
7869,49.29%,141397,427841088,408.02106,,,,,,,,
7870,49.30%,141397,428889664,409.02106,,,,,,,,
7871,49.30%,141397,427841088,408.02106,,,,,,,,
7872,49.31%,141398,426792512,407.02106,,,,,,,,
7873,49.31%,141400,425743936,406.02106,,,,,,,,
7874,49.32%,141400,424695360,405.02106,,,,,,,,
7875,49.33%,141401,425743936,406.02106,,,,,,,,
7876,49.33%,141401,426792512,407.02106,,,,,,,,
7877,49.34%,141401,425743936,406.02106,,,,,,,,
7878,49.35%,141402,424695360,405.02106,,,,,,,,
7879,49.35%,141402,425743936,406.02106,,,,,,,,
7880,49.36%,141403,426792512,407.02106,,,,,,,,
7881,49.36%,141404,427841088,408.02106,,,,,,,,
7882,49.37%,141404,428889664,409.02106,,,,,,,,
7883,49.38%,141404,427841088,408.02106,,,,,,,,
7884,49.38%,141405,428889664,409.02106,,,,,,,,
7885,49.39%,141405,429938240,410.02106,,,,,,,,
7886,49.40%,141406,428889664,409.02106,,,,,,,,
7887,49.40%,141406,427841088,408.02106,,,,,,,,
7888,49.41%,141407,428889664,409.02106,,,,,,,,
7889,49.41%,141407,429938240,410.02106,,,,,,,,
7890,49.42%,141407,428889664,409.02106,,,,,,,,
7891,49.43%,141407,427841088,408.02106,,,,,,,,
7892,49.43%,141408,428889664,409.02106,,,,,,,,
7893,49.44%,141408,429938240,410.02106,,,,,,,,
7894,49.45%,141409,430986816,411.02106,,,,,,,,
7895,49.45%,141409,429938240,410.02106,,,,,,,,
7896,49.46%,141409,428889664,409.02106,,,,,,,,
7897,49.46%,141411,427841088,408.02106,,,,,,,,
7898,49.47%,141411,426792512,407.02106,,,,,,,,
7899,49.48%,141412,427841088,408.02106,,,,,,,,
7900,49.48%,141413,428889664,409.02106,,,,,,,,
7901,49.49%,141413,427841088,408.02106,,,,,,,,
7902,49.50%,141413,426792512,407.02106,,,,,,,,
7903,49.50%,141414,425743936,406.02106,,,,,,,,
7904,49.51%,141414,424695360,405.02106,,,,,,,,
7905,49.51%,141415,425743936,406.02106,,,,,,,,
7906,49.52%,141416,426792512,407.02106,,,,,,,,
7907,49.53%,141416,427841088,408.02106,,,,,,,,
7908,49.53%,141416,428889664,409.02106,,,,,,,,
7909,49.54%,141416,427841088,408.02106,,,,,,,,
7910,49.55%,141417,426792512,407.02106,,,,,,,,
7911,49.55%,141417,425743936,406.02106,,,,,,,,
7912,49.56%,141417,424695360,405.02106,,,,,,,,
7913,49.56%,141418,424171072,404.52106,,,,,,,,
7914,49.57%,141418,423646784,404.02106,,,,,,,,
7915,49.58%,141418,423122496,403.52106,,,,,,,,
7916,49.58%,141418,422598208,403.02106,,,,,,,,
7917,49.59%,141418,422073920,402.52106,,,,,,,,
7918,49.60%,141418,421549632,402.02106,,,,,,,,
7919,49.60%,141418,421025344,401.52106,,,,,,,,
7920,49.61%,141418,420501056,401.02106,,,,,,,,
7921,49.61%,141418,419452480,400.02106,,,,,,,,
7922,49.62%,141418,418403904,399.02106,,,,,,,,
7923,49.63%,141419,418928192,399.52106,,,,,,,,
7924,49.63%,141419,419452480,400.02106,,,,,,,,
7925,49.64%,141419,419976768,400.52106,,,,,,,,
7926,49.65%,141419,420501056,401.02106,,,,,,,,
7927,49.65%,141419,419976768,400.52106,,,,,,,,
7928,49.66%,141419,420501056,401.02106,,,,,,,,
7929,49.66%,141420,421025344,401.52106,,,,,,,,
7930,49.67%,141420,420501056,401.02106,,,,,,,,
7931,49.68%,141420,419976768,400.52106,,,,,,,,
7932,49.68%,141420,420501056,401.02106,,,,,,,,
7933,49.69%,141420,421025344,401.52106,,,,,,,,
7934,49.70%,141420,420501056,401.02106,,,,,,,,
7935,49.70%,141421,419976768,400.52106,,,,,,,,
7936,49.71%,141421,420501056,401.02106,,,,,,,,
7937,49.71%,141421,421025344,401.52106,,,,,,,,
7938,49.72%,141421,421549632,402.02106,,,,,,,,
7939,49.73%,141421,421025344,401.52106,,,,,,,,
7940,49.73%,141421,420501056,401.02106,,,,,,,,
7941,49.74%,141422,419976768,400.52106,,,,,,,,
7942,49.75%,141422,419452480,400.02106,,,,,,,,
7943,49.75%,141423,419976768,400.52106,,,,,,,,
7944,49.76%,141423,420501056,401.02106,,,,,,,,
7945,49.77%,141423,419976768,400.52106,,,,,,,,
7946,49.77%,141423,419452480,400.02106,,,,,,,,
7947,49.78%,141424,419976768,400.52106,,,,,,,,
7948,49.78%,141424,420501056,401.02106,,,,,,,,
7949,49.79%,141424,421025344,401.52106,,,,,,,,
7950,49.80%,141424,421549632,402.02106,,,,,,,,
7951,49.80%,141424,421025344,401.52106,,,,,,,,
7952,49.81%,141424,421549632,402.02106,,,,,,,,
7953,49.82%,141425,422073920,402.52106,,,,,,,,
7954,49.82%,141425,421549632,402.02106,,,,,,,,
7955,49.83%,141425,421025344,401.52106,,,,,,,,
7956,49.83%,141425,421549632,402.02106,,,,,,,,
7957,49.84%,141425,422073920,402.52106,,,,,,,,
7958,49.85%,141425,421549632,402.02106,,,,,,,,
7959,49.85%,141426,421025344,401.52106,,,,,,,,
7960,49.86%,141426,421549632,402.02106,,,,,,,,
7961,49.87%,141426,422073920,402.52106,,,,,,,,
7962,49.87%,141426,422598208,403.02106,,,,,,,,
7963,49.88%,141426,422073920,402.52106,,,,,,,,
7964,49.88%,141426,421549632,402.02106,,,,,,,,
7965,49.89%,141427,421025344,401.52106,,,,,,,,
7966,49.90%,141427,420501056,401.02106,,,,,,,,
7967,49.90%,141428,421025344,401.52106,,,,,,,,
7968,49.91%,141428,421549632,402.02106,,,,,,,,
7969,49.92%,141428,421025344,401.52106,,,,,,,,
7970,49.92%,141428,420501056,401.02106,,,,,,,,
7971,49.93%,141428,419976768,400.52106,,,,,,,,
7972,49.93%,141428,419452480,400.02106,,,,,,,,
7973,49.94%,141429,419976768,400.52106,,,,,,,,
7974,49.95%,141429,420501056,401.02106,,,,,,,,
7975,49.95%,141429,421025344,401.52106,,,,,,,,
7976,49.96%,141429,421549632,402.02106,,,,,,,,
7977,49.97%,141429,421025344,401.52106,,,,,,,,
7978,49.97%,141429,420501056,401.02106,,,,,,,,
7979,49.98%,141430,419976768,400.52106,,,,,,,,
7980,49.98%,141430,419452480,400.02106,,,,,,,,
7981,49.99%,141430,419190336,399.77106,,,,,,,,
7982,50.00%,141430,418928192,399.52106,,,,,,,,
7983,50.00%,141430,418666048,399.27106,,,,,,,,
7984,50.01%,141430,418403904,399.02106,,,,,,,,
7985,50.02%,141430,418141760,398.77106,,,,,,,,
7986,50.02%,141430,417879616,398.52106,,,,,,,,
7987,50.03%,141430,417617472,398.27106,,,,,,,,
7988,50.03%,141430,417355328,398.02106,,,,,,,,
7989,50.04%,141430,416831040,397.52106,,,,,,,,
7990,50.05%,141430,416306752,397.02106,,,,,,,,
7991,50.05%,141430,416568896,397.27106,,,,,,,,
7992,50.06%,141430,416831040,397.52106,,,,,,,,
7993,50.07%,141430,417093184,397.77106,,,,,,,,
7994,50.07%,141430,417355328,398.02106,,,,,,,,
7995,50.08%,141430,417093184,397.77106,,,,,,,,
7996,50.08%,141430,417355328,398.02106,,,,,,,,
7997,50.09%,141430,417617472,398.27106,,,,,,,,
7998,50.10%,141430,417355328,398.02106,,,,,,,,
7999,50.10%,141430,417093184,397.77106,,,,,,,,
8000,50.11%,141430,417355328,398.02106,,,,,,,,
8001,50.12%,141430,417617472,398.27106,,,,,,,,
8002,50.12%,141430,417355328,398.02106,,,,,,,,
8003,50.13%,141430,417093184,397.77106,,,,,,,,
8004,50.13%,141430,417355328,398.02106,,,,,,,,
8005,50.14%,141430,417617472,398.27106,,,,,,,,
8006,50.15%,141431,417879616,398.52106,,,,,,,,
8007,50.15%,141431,417617472,398.27106,,,,,,,,
8008,50.16%,141431,417355328,398.02106,,,,,,,,
8009,50.17%,141432,417093184,397.77106,,,,,,,,
8010,50.17%,141432,416831040,397.52106,,,,,,,,
8011,50.18%,141432,417093184,397.77106,,,,,,,,
8012,50.18%,141432,417355328,398.02106,,,,,,,,
8013,50.19%,141432,417093184,397.77106,,,,,,,,
8014,50.20%,141432,416831040,397.52106,,,,,,,,
8015,50.20%,141432,417093184,397.77106,,,,,,,,
8016,50.21%,141432,417355328,398.02106,,,,,,,,
8017,50.22%,141432,417617472,398.27106,,,,,,,,
8018,50.22%,141432,417879616,398.52106,,,,,,,,
8019,50.23%,141432,417617472,398.27106,,,,,,,,
8020,50.23%,141433,417879616,398.52106,,,,,,,,
8021,50.24%,141433,418141760,398.77106,,,,,,,,
8022,50.25%,141433,417879616,398.52106,,,,,,,,
8023,50.25%,141433,417617472,398.27106,,,,,,,,
8024,50.26%,141433,417879616,398.52106,,,,,,,,
8025,50.27%,141433,418141760,398.77106,,,,,,,,
8026,50.27%,141433,417879616,398.52106,,,,,,,,
8027,50.28%,141433,417617472,398.27106,,,,,,,,
8028,50.29%,141433,417879616,398.52106,,,,,,,,
8029,50.29%,141433,418141760,398.77106,,,,,,,,
8030,50.30%,141433,418403904,399.02106,,,,,,,,
8031,50.30%,141433,418141760,398.77106,,,,,,,,
8032,50.31%,141433,417879616,398.52106,,,,,,,,
8033,50.32%,141434,417617472,398.27106,,,,,,,,
8034,50.32%,141434,417355328,398.02106,,,,,,,,
8035,50.33%,141434,417617472,398.27106,,,,,,,,
8036,50.34%,141434,417879616,398.52106,,,,,,,,
8037,50.34%,141434,417617472,398.27106,,,,,,,,
8038,50.35%,141435,417355328,398.02106,,,,,,,,
8039,50.35%,141435,417093184,397.77106,,,,,,,,
8040,50.36%,141435,416831040,397.52106,,,,,,,,
8041,50.37%,141435,417093184,397.77106,,,,,,,,
8042,50.37%,141435,417355328,398.02106,,,,,,,,
8043,50.38%,141435,417617472,398.27106,,,,,,,,
8044,50.39%,141435,417879616,398.52106,,,,,,,,
8045,50.39%,141435,417617472,398.27106,,,,,,,,
8046,50.40%,141435,417355328,398.02106,,,,,,,,
8047,50.40%,141435,417093184,397.77106,,,,,,,,
8048,50.41%,141435,416831040,397.52106,,,,,,,,
8049,50.42%,141435,416699968,397.39606,,,,,,,,
8050,50.42%,141435,416568896,397.27106,,,,,,,,
8051,50.43%,141435,416437824,397.14606,,,,,,,,
8052,50.44%,141435,416306752,397.02106,,,,,,,,
8053,50.44%,141435,416175680,396.89606,,,,,,,,
8054,50.45%,141435,416044608,396.77106,,,,,,,,
8055,50.45%,141435,415913536,396.64606,,,,,,,,
8056,50.46%,141435,415782464,396.52106,,,,,,,,
8057,50.47%,141435,415520320,396.27106,,,,,,,,
8058,50.47%,141435,415258176,396.02106,,,,,,,,
8059,50.48%,141436,415127104,395.89606,,,,,,,,
8060,50.49%,141436,414996032,395.77106,,,,,,,,
8061,50.49%,141436,414864960,395.64606,,,,,,,,
8062,50.50%,141438,414733888,395.52106,,,,,,,,
8063,50.50%,141439,414602816,395.39606,,,,,,,,
8064,50.51%,141440,414471744,395.27106,,,,,,,,
8065,50.52%,141441,414340672,395.14606,,,,,,,,
8066,50.52%,141442,414209600,395.02106,,,,,,,,
8067,50.53%,141443,414471744,395.27106,,,,,,,,
8068,50.54%,141444,414733888,395.52106,,,,,,,,
8069,50.54%,141444,414996032,395.77106,,,,,,,,
8070,50.55%,141444,415258176,396.02106,,,,,,,,
8071,50.55%,141444,415520320,396.27106,,,,,,,,
8072,50.56%,141445,415782464,396.52106,,,,,,,,
8073,50.57%,141445,415520320,396.27106,,,,,,,,
8074,50.57%,141445,415258176,396.02106,,,,,,,,
8075,50.58%,141445,414996032,395.77106,,,,,,,,
8076,50.59%,141445,414733888,395.52106,,,,,,,,
8077,50.59%,141445,414471744,395.27106,,,,,,,,
8078,50.60%,141446,414209600,395.02106,,,,,,,,
8079,50.60%,141446,405820992,387.02106,,,,,,,,
8080,50.61%,141446,397432384,379.02106,,,,,,,,
8081,50.62%,141447,389043776,371.02106,,,,,,,,
8082,50.62%,141449,380655168,363.02106,,,,,,,,
8083,50.63%,141451,380393024,362.77106,,,,,,,,
8084,50.64%,141451,380130880,362.52106,,,,,,,,
8085,50.64%,141451,371742272,354.52106,,,,,,,,
8086,50.65%,141454,371480128,354.27106,,,,,,,,
8087,50.65%,141456,363091520,346.27106,,,,,,,,
8088,50.66%,141457,354702912,338.27106,,,,,,,,
8089,50.67%,141458,354440768,338.02106,,,,,,,,
8090,50.67%,141458,354178624,337.77106,,,,,,,,
8091,50.68%,141458,354440768,338.02106,,,,,,,,
8092,50.69%,141458,354702912,338.27106,,,,,,,,
8093,50.69%,141460,354965056,338.52106,,,,,,,,
8094,50.70%,141460,355227200,338.77106,,,,,,,,
8095,50.70%,141460,355489344,339.02106,,,,,,,,
8096,50.71%,141460,355751488,339.27106,,,,,,,,
8097,50.72%,141462,356013632,339.52106,,,,,,,,
8098,50.72%,141462,356275776,339.77106,,,,,,,,
8099,50.73%,141463,356537920,340.02106,,,,,,,,
8100,50.74%,141463,356800064,340.27106,,,,,,,,
8101,50.74%,141463,357062208,340.52106,,,,,,,,
8102,50.75%,141463,356800064,340.27106,,,,,,,,
8103,50.75%,141463,356537920,340.02106,,,,,,,,
8104,50.76%,141463,356275776,339.77106,,,,,,,,
8105,50.77%,141463,356013632,339.52106,,,,,,,,
8106,50.77%,141463,356275776,339.77106,,,,,,,,
8107,50.78%,141463,356275776,339.77106,,,,,,,,
8108,50.79%,141463,356537920,340.02106,,,,,,,,
8109,50.79%,141463,356800064,340.27106,,,,,,,,
8110,50.80%,141464,357062208,340.52106,,,,,,,,
8111,50.80%,141464,356800064,340.27106,,,,,,,,
8112,50.81%,141464,356537920,340.02106,,,,,,,,
8113,50.82%,141464,356800064,340.27106,,,,,,,,
8114,50.82%,141464,357062208,340.52106,,,,,,,,
8115,50.83%,141464,357324352,340.77106,,,,,,,,
8116,50.84%,141464,357586496,341.02106,,,,,,,,
8117,50.84%,141464,357848640,341.27106,,,,,,,,
8118,50.85%,141464,358110784,341.52106,,,,,,,,
8119,50.86%,141464,358372928,341.77106,,,,,,,,
8120,50.86%,141464,358635072,342.02106,,,,,,,,
8121,50.87%,141464,358897216,342.27106,,,,,,,,
8122,50.87%,141464,359159360,342.52106,,,,,,,,
8123,50.88%,141464,358897216,342.27106,,,,,,,,
8124,50.89%,141465,358635072,342.02106,,,,,,,,
8125,50.89%,141465,358372928,341.77106,,,,,,,,
8126,50.90%,141465,358110784,341.52106,,,,,,,,
8127,50.91%,141465,358372928,341.77106,,,,,,,,
8128,50.91%,141465,358635072,342.02106,,,,,,,,
8129,50.92%,141465,358897216,342.27106,,,,,,,,
8130,50.92%,141465,359159360,342.52106,,,,,,,,
8131,50.93%,141465,358897216,342.27106,,,,,,,,
8132,50.94%,141465,358635072,342.02106,,,,,,,,
8133,50.94%,141465,358372928,341.77106,,,,,,,,
8134,50.95%,141465,358110784,341.52106,,,,,,,,
8135,50.96%,141465,357848640,341.27106,,,,,,,,
8136,50.96%,141465,357586496,341.02106,,,,,,,,
8137,50.97%,141465,357324352,340.77106,,,,,,,,
8138,50.97%,141465,357062208,340.52106,,,,,,,,
8139,50.98%,141465,356800064,340.27106,,,,,,,,
8140,50.99%,141465,357062208,340.52106,,,,,,,,
8141,50.99%,141465,357324352,340.77106,,,,,,,,
8142,51.00%,141465,357586496,341.02106,,,,,,,,
8143,51.01%,141465,357848640,341.27106,,,,,,,,
8144,51.01%,141466,358110784,341.52106,,,,,,,,
8145,51.02%,141466,358372928,341.77106,,,,,,,,
8146,51.02%,141466,358110784,341.52106,,,,,,,,
8147,51.03%,141466,358372928,341.77106,,,,,,,,
8148,51.04%,141466,358635072,342.02106,,,,,,,,
8149,51.04%,141466,358372928,341.77106,,,,,,,,
8150,51.05%,141466,358110784,341.52106,,,,,,,,
8151,51.06%,141466,358372928,341.77106,,,,,,,,
8152,51.06%,141466,358635072,342.02106,,,,,,,,
8153,51.07%,141466,358372928,341.77106,,,,,,,,
8154,51.07%,141466,358110784,341.52106,,,,,,,,
8155,51.08%,141466,358372928,341.77106,,,,,,,,
8156,51.09%,141466,358635072,342.02106,,,,,,,,
8157,51.09%,141466,358897216,342.27106,,,,,,,,
8158,51.10%,141466,358635072,342.02106,,,,,,,,
8159,51.11%,141466,358372928,341.77106,,,,,,,,
8160,51.11%,141467,358110784,341.52106,,,,,,,,
8161,51.12%,141467,357848640,341.27106,,,,,,,,
8162,51.12%,141467,358110784,341.52106,,,,,,,,
8163,51.13%,141467,358372928,341.77106,,,,,,,,
8164,51.14%,141467,358635072,342.02106,,,,,,,,
8165,51.14%,141467,358897216,342.27106,,,,,,,,
8166,51.15%,141467,358635072,342.02106,,,,,,,,
8167,51.16%,141467,358372928,341.77106,,,,,,,,
8168,51.16%,141467,358110784,341.52106,,,,,,,,
8169,51.17%,141467,357848640,341.27106,,,,,,,,
8170,51.17%,141468,357586496,341.02106,,,,,,,,
8171,51.18%,141468,357324352,340.77106,,,,,,,,
8172,51.19%,141468,357062208,340.52106,,,,,,,,
8173,51.19%,141468,356800064,340.27106,,,,,,,,
8174,51.20%,141468,356537920,340.02106,,,,,,,,
8175,51.21%,141468,356275776,339.77106,,,,,,,,
8176,51.21%,141468,356013632,339.52106,,,,,,,,
8177,51.22%,141468,355751488,339.27106,,,,,,,,
8178,51.22%,141468,355489344,339.02106,,,,,,,,
8179,51.23%,141468,355227200,338.77106,,,,,,,,
8180,51.24%,141468,354965056,338.52106,,,,,,,,
8181,51.24%,141468,354702912,338.27106,,,,,,,,
8182,51.25%,141468,354440768,338.02106,,,,,,,,
8183,51.26%,141468,354178624,337.77106,,,,,,,,
8184,51.26%,141468,354244160,337.83356,,,,,,,,
8185,51.27%,141468,354309696,337.89606,,,,,,,,
8186,51.27%,141468,354309696,337.89606,,,,,,,,
8187,51.28%,141468,354309696,337.89606,,,,,,,,
8188,51.29%,141469,354899520,338.45856,,,,,,,,
8189,51.29%,141469,355489344,339.02106,,,,,,,,
8190,51.30%,141469,355620416,339.14606,,,,,,,,
8191,51.31%,141469,355751488,339.27106,,,,,,,,
8192,51.31%,141469,355882560,339.39606,,,,,,,,
8193,51.32%,141617,356013632,339.52106,,,,,,,,
8194,51.32%,141617,356144704,339.64606,,,,,,,,
8195,51.33%,141617,356275776,339.77106,,,,,,,,
8196,51.34%,141617,356406848,339.89606,,,,,,,,
8197,51.34%,141618,356537920,340.02106,,,,,,,,
8198,51.35%,141618,356668992,340.14606,,,,,,,,
8199,51.36%,141618,356800064,340.27106,,,,,,,,
8200,51.36%,141630,356668992,340.14606,,,,,,,,
8201,51.37%,141631,356537920,340.02106,,,,,,,,
8202,51.38%,141631,356668992,340.14606,,,,,,,,
8203,51.38%,141631,356800064,340.27106,,,,,,,,
8204,51.39%,141631,356931136,340.39606,,,,,,,,
8205,51.39%,141631,357062208,340.52106,,,,,,,,
8206,51.40%,141631,356931136,340.39606,,,,,,,,
8207,51.41%,141631,356800064,340.27106,,,,,,,,
8208,51.41%,141631,356668992,340.14606,,,,,,,,
8209,51.42%,141631,356537920,340.02106,,,,,,,,
8210,51.43%,141631,356406848,339.89606,,,,,,,,
8211,51.43%,141631,356275776,339.77106,,,,,,,,
8212,51.44%,141631,356144704,339.64606,,,,,,,,
8213,51.44%,141631,356013632,339.52106,,,,,,,,
8214,51.45%,141631,355882560,339.39606,,,,,,,,
8215,51.46%,141631,355751488,339.27106,,,,,,,,
8216,51.46%,141631,355620416,339.14606,,,,,,,,
8217,51.47%,141632,355489344,339.02106,,,,,,,,
8218,51.48%,141632,354899520,338.45856,,,,,,,,
8219,51.48%,141632,354309696,337.89606,,,,,,,,
8220,51.49%,141632,354244160,337.83356,,,,,,,,
8221,51.49%,141632,354178624,337.77106,,,,,,,,
8222,51.50%,141632,354244160,337.83356,,,,,,,,
8223,51.51%,141632,354309696,337.89606,,,,,,,,
8224,51.51%,141632,354309696,337.89606,,,,,,,,
8225,51.52%,141632,354309696,337.89606,,,,,,,,
8226,51.53%,141633,354899520,338.45856,,,,,,,,
8227,51.53%,141633,355489344,339.02106,,,,,,,,
8228,51.54%,141633,355620416,339.14606,,,,,,,,
8229,51.54%,141633,355751488,339.27106,,,,,,,,
8230,51.55%,141633,355882560,339.39606,,,,,,,,
8231,51.56%,141781,356013632,339.52106,,,,,,,,
8232,51.56%,141781,356144704,339.64606,,,,,,,,
8233,51.57%,141781,356275776,339.77106,,,,,,,,
8234,51.58%,141781,356406848,339.89606,,,,,,,,
8235,51.58%,141781,356537920,340.02106,,,,,,,,
8236,51.59%,141781,356668992,340.14606,,,,,,,,
8237,51.59%,141781,356800064,340.27106,,,,,,,,
8238,51.60%,141794,356668992,340.14606,,,,,,,,
8239,51.61%,141795,356537920,340.02106,,,,,,,,
8240,51.61%,141795,356668992,340.14606,,,,,,,,
8241,51.62%,141795,356800064,340.27106,,,,,,,,
8242,51.63%,141795,356931136,340.39606,,,,,,,,
8243,51.63%,141795,357062208,340.52106,,,,,,,,
8244,51.64%,141795,356931136,340.39606,,,,,,,,
8245,51.64%,141795,356800064,340.27106,,,,,,,,
8246,51.65%,141795,356668992,340.14606,,,,,,,,
8247,51.66%,141795,356537920,340.02106,,,,,,,,
8248,51.66%,141795,356406848,339.89606,,,,,,,,
8249,51.67%,141795,356275776,339.77106,,,,,,,,
8250,51.68%,141795,356144704,339.64606,,,,,,,,
8251,51.68%,141795,356013632,339.52106,,,,,,,,
8252,51.69%,141795,355882560,339.39606,,,,,,,,
8253,51.69%,141795,355751488,339.27106,,,,,,,,
8254,51.70%,141795,355620416,339.14606,,,,,,,,
8255,51.71%,141795,355489344,339.02106,,,,,,,,
8256,51.71%,141795,354899520,338.45856,,,,,,,,
8257,51.72%,141796,354309696,337.89606,,,,,,,,
8258,51.73%,141796,354244160,337.83356,,,,,,,,
8259,51.73%,141796,354178624,337.77106,,,,,,,,
8260,51.74%,141796,354244160,337.83356,,,,,,,,
8261,51.74%,141796,354309696,337.89606,,,,,,,,
8262,51.75%,141796,354309696,337.89606,,,,,,,,
8263,51.76%,141796,354309696,337.89606,,,,,,,,
8264,51.76%,141796,354899520,338.45856,,,,,,,,
8265,51.77%,141797,355489344,339.02106,,,,,,,,
8266,51.78%,141797,355620416,339.14606,,,,,,,,
8267,51.78%,141797,355751488,339.27106,,,,,,,,
